inventor_id,name,country
fl:ji_ln:yu-367,Jian Yu,
fl:me_ln:allen-2,Melanie Ruth ALLEN,US
fl:mi_ln:wisniewski-5,Michael Wisniewski,
fl:am_ln:clardy-1,Amanda Clardy,
fl:yi_ln:hung-48,Yi-Hsun Hung,
fl:da_ln:shippy-1,David Shippy,US
fl:he_ln:froehlich-2,Heiko Froehlich,
fl:mi_ln:moncheaux-1,Michel Moncheaux,
fl:am_ln:lu-2,Amy T. Lu,
fl:ed_ln:turi-1,Edith A. Turi,US
fl:la_ln:whittington-1,Lawrence E. Whittington,
fl:pa_ln:dambacher-1,Paul Dambacher,
fl:to_ln:nakahara-1,Tohru Nakahara,JP
fl:ri_ln:simpson-6,Richard O. Simpson,US
fl:gu_ln:jacobson-1,Gunnard Kenneth Jacobson,
fl:sh_ln:tanaka-28,Shuhei Tanaka,
fl:sh_ln:wakasa-1,Shigeki Wakasa,JP
fl:bo_ln:sea-1,Bongkuk Sea,
fl:pa_ln:pussell-1,Patrick Pussell,
fl:yu_ln:kobayashi-32,Yutaka Kobayashi,
fl:er_ln:blaha-2,Ernst Blaha,
fl:ka_ln:jung-12,Kang-Yun Jung,
fl:yu_ln:xiao-62,Yungen Xiao,
fl:yo_ln:okano-14,Yoshiaki Okano,
fl:do_ln:gardner-8,Donald S. Gardner,
fl:vi_ln:donnelly-2,Victoria Donnelly,
fl:ju_ln:serer-1,Julian Serer,US
fl:da_ln:formosa-2,Daniel Formosa,US
fl:hu_ln:li-140,Hua Li,
fl:ch_ln:drenth-2,Christopher L. Drenth,
fl:ja_ln:pinkava-1,Jan J. Pinkava,US
fl:ru_ln:wojtecki-2,Rudy J. Wojtecki,US
fl:ke_ln:foster-1,Kelcy Jake Foster,
fl:an_ln:pasztor-2,"Andrew J. Pasztor, Jr.",
003g2qbzflf1q341b9bpeaec0,Nataliya Dolhova,CA
fl:ha_ln:sogabe-2,Haruhiko Sogabe,
fl:ja_ln:gill-22,Jaspal S. Gill,
fl:mi_ln:reppy-1,Michael G. P. Reppy,US
fl:ke_ln:ryu-8,Kee Ho Ryu,
fl:xi_ln:ma-115,Xinyu Ma,
fl:si_ln:mohan-2,Siddharth Mohan,US
fl:pe_ln:chrystie-1,Peter John Chrystie,US
fl:be_ln:long-8,Benjamin John Oliver Long,
fl:ch_ln:lin-213,Ching-Fuh Lin,
003gl0pmpob62w5yf9j8xw1c8,Richard P. von Vajna,
fl:ri_ln:shea-2,Richard J. Shea,US
fl:fi_ln:franco-1,Fidencio Franco,
fl:fl_ln:williams-1,Floyd B. Williams,
fl:ha_ln:fromm-1,Hans-Jurgen Fromm,
fl:jo_ln:nottingham-1,John W. Nottingham,
fl:li_ln:weisbart-1,Lillie Weisbart,
fl:ja_ln:nicoletti-1,James W. Nicoletti,US
fl:ti_ln:fuesting-1,Timothy Paul Fuesting,
fl:ge_ln:roscoe-1,George William Roscoe,US
fl:am_ln:joshi-12,Amol P. Joshi,
fl:ke_ln:rodgers-5,Keith Rodgers,
fl:sh_ln:tanaka-59,Shukichi Tanaka,
fl:te_ln:huang-59,Te-Hsun Huang,
fl:ch_ln:graf-5,Charles T. Graf,
fl:ka_ln:yang-86,Kai-Ming Yang,
fl:do_ln:herrmann-3,Douglas K. Herrmann,
fl:ro_ln:terhaar-2,Robbert H. Ter Haar,
fl:ro_ln:jenkins-10,Robert S. Jenkins,
fl:pu_ln:giri-1,Punam Giri,
fl:fe_ln:elefant-1,Felix Elefant,
fl:th_ln:scherzinger-2,Theodore Joseph Scherzinger,
fl:al_ln:raney-1,Alan L. Raney,
003idp50x7mpd0crqp0w69fe6,Charles J. Stastny,
fl:ri_ln:bobbe-1,Richard M. Bobbe,
fl:jo_ln:navarrodeandrade-1,Joao Eduardo Navarro de Andrade,US
fl:an_ln:agarwal-24,Anant Agarwal,US
fl:ma_ln:oki-13,Makoto Oki,
fl:it_ln:bustan-1,Itamar Bustan,
fl:ar_ln:basmajian-1,Arin Basmajian,
fl:mi_ln:gonzalezalemany-1,Miguel Angel Gonzalez Alemany,
fl:my_ln:sumague-1,Myra Sumague,
fl:na_ln:marchack-1,Nathan P. Marchack,US
fl:sa_ln:imai-11,Sadato Imai,JP
fl:di_ln:yanakiev-1,Diana Yanakiev,
fl:ge_ln:fremy-1,Georges Fremy,
fl:an_ln:ruia-1,Anil K. Ruia,
fl:jo_ln:piemme-1,Jobe Piemme,
fl:cl_ln:boelter-1,Claus H.H. Boelter,
fl:mi_ln:karasick-1,Michael Karasick,US
fl:er_ln:valentine-2,Eric Valentine,
fl:ch_ln:huang-219,Chien-Chao Huang,
fl:an_ln:pavelchek-1,Andrew Pavelchek,
fl:pa_ln:casey-2,Patrick J. Casey,US
fl:sh_ln:takizawa-10,Shouta Takizawa,JP
fl:fr_ln:schatz-4,Frank Schatz,
fl:ni_ln:miller-28,Nigel Miller,CA
fl:yo_ln:you-9,Young Sun You,KR
fl:ca_ln:yang-24,Cai Yang,
fl:yu_ln:cho-60,Yunrae Cho,
fl:it_ln:gurantz-1,Itzhak Gurantz,US
fl:al_ln:nierenberg-1,Alan B. Nierenberg,
fl:me_ln:anderson-10,Melissa E. Anderson,
fl:sh_ln:doshi-1,Shreyas Doshi,
fl:jo_ln:lee-413,Jong Ku Lee,
fl:va_ln:meleshin-1,Valery I. Meleshin,RU
fl:ji_ln:wang-708,Jianguo Wang,
fl:ja_ln:bienstman-1,Jan Bienstman,
fl:ki_ln:choo-3,Ki-hyun Choo,KR
fl:ez_ln:menna-1,Ezio Menna,
fl:ji_ln:estill-1,Jim Estill,
fl:jo_ln:watts-5,John E. Watts,
fl:in_ln:lim-12,In Gi Lim,
003ld15n1g7gsosthrv9eorhq,Peter Vygen,
fl:hi_ln:sato-74,Hideo Sato,
fl:mi_ln:rodriguez-11,Miguel Rodriguez,US
fl:su_ln:fukutake-1,Sunao Fukutake,
fl:hi_ln:suzuki-87,Hideaki Suzuki,JP
fl:te_ln:qin-2,Teng Qin,
fl:ch_ln:rebbeck-1,Christine L. Rebbeck,
fl:gi_ln:kim-17,Gil Ju Kim,
fl:ke_ln:xie-4,Kevin Xie,US
fl:er_ln:kiser-1,Ernest J. Kiser,
fl:el_ln:sadon-1,Eli Sadon,
fl:be_ln:voith-1,Bernhard Voith,
fl:ra_ln:panuganty-1,Ramesh Panuganty,
fl:ke_ln:chiba-7,Kenji Chiba,JP
fl:ra_ln:kropke-1,Rainer Kropke,
fl:ne_ln:macleod-1,Neil Angus Macleod,GB
fl:su_ln:golani-2,Sushil Golani,
fl:ge_ln:schrom-1,Gerhard Schrom,
fl:xi_ln:bi-6,Xiangxin Bi,
fl:ge_ln:li-15,Ge Li,CN
fl:kl_ln:bischoff-1,Klaus Bischoff,
fl:su_ln:chung-90,Suny Chung,US
003mjeqzsgw2zaf1xb62pvzuy,Margaret H. Scherlock,US
fl:fe_ln:lee-10,Feng-Min Lee,
fl:hi_ln:kawabata-5,Hiroshi Kawabata,
fl:th_ln:knauf-1,Thomas Knauf,
fl:ph_ln:jacobs-5,Philip C. Jacobs,US
fl:ki_ln:baughman-1,Kit Baughman,
fl:wa_ln:kellermann-1,Walter Kellermann,DE
fl:yo_ln:kim-858,Yongmin Kim,KR
fl:ch_ln:wang-1513,Chunhuai Wang,
fl:vo_ln:schmidtrohr-1,Volker Schmidt-Rohr,
fl:st_ln:gray-8,Steven D. Gray,
fl:da_ln:muraoka-2,Daisuke Muraoka,JP
fl:ma_ln:ellul-1,Maria D. Ellul,
fl:ma_ln:cassou-1,Maurice Cassou,
fl:ra_ln:saini-3,Rajesh Kumar Saini,
fl:ka_ln:phillips-11,Kathleen R. Phillips,US
fl:ta_ln:nishijima-3,Takayuki Nishijima,
fl:sh_ln:sugita-16,Shigenobu Sugita,
fl:bi_ln:acun-1,Bilge Acun,US
fl:ed_ln:preston-1,Edward G. Preston,
fl:ed_ln:gonzalezacevedo-1,Edgar R. Gonzalez-Acevedo,
fl:mi_ln:robinson-18,Michael Alan Robinson,
fl:ma_ln:holcomb-4,Matthew D. Holcomb,
fl:ra_ln:bland-1,Ralph H. Bland,
fl:to_ln:nakajima-28,Toshiyuki Nakajima,
fl:jo_ln:rahmon-1,John Rahmon,
fl:ad_ln:carlson-4,Adam Carlson,
fl:ca_ln:seim-2,Caitlyn Seim,
fl:ju_ln:enajarvi-1,Jukka Enäjärvi,
fl:ll_ln:taylor-1,Lloyd D. Taylor,US
fl:da_ln:horak-2,David V. Horak,US
fl:ka_ln:watanabe-46,Katsushi Watanabe,
fl:ma_ln:kanungo-1,Mandakini Kanungo,
fl:br_ln:creger-1,Bruce E. Creger,
fl:bo_ln:hagerman-1,Bo Hagerman,
fl:ka_ln:quist-2,Karl QUIST,
fl:no_ln:ide-9,Nobuhiro Ide,
fl:ll_ln:allen-2,"Lloyd W. Allen, Jr.",
fl:th_ln:hall-9,Thomas D. Hall,
fl:ch_ln:tang-201,Cheng Tang,
fl:ri_ln:hatch-7,Richard Hatch,
fl:yu_ln:wu-455,Yu Wen Wu,
fl:ra_ln:jay-2,Raymond Glenn Jay,
fl:sh_ln:kusakari-1,Shin Kusakari,JP
fl:jo_ln:zeh-1,Joseph P. Zeh,US
fl:ma_ln:north-4,Matthew North,
fl:yo_ln:hosoi-8,Yoji Hosoi,
fl:jo_ln:kelemen-1,Jozsef Kelemen,
fl:hi_ln:kokubo-10,Hideyuki Kokubo,
fl:ph_ln:atkin-3,Philip Atkin,
fl:be_ln:batur-1,Berker Batur,
fl:pr_ln:sundareson-1,Prabindh Sundareson,
fl:ge_ln:franchini-1,Genoveffa Franchini,
fl:st_ln:goetz-3,Steven M. Goetz,
fl:fr_ln:grant-10,Francis J. Grant,
fl:hi_ln:tabuchi-14,Hisahiro Tabuchi,
fl:do_ln:kang-53,Dong Woo Kang,
fl:ju_ln:hara-5,Junichi Hara,
fl:ne_ln:wiggermann-1,Neal Wiggermann,
fl:ru_ln:laeng-1,Rudolf Laeng,CH
fl:to_ln:yamada-98,Tohru Yamada,
fl:ad_ln:ruggles-2,Adam M. Ruggles,
fl:al_ln:eizenhoefer-1,Alfons Eizenhoefer,DE
fl:da_ln:imamura-3,Daichi Imamura,
fl:we_ln:chang-216,Wenting Chang,
fl:le_ln:fraitag-2,Leonard Fraitag,US
fl:cr_ln:knoener-1,Craig Steven Knoener,US
fl:su_ln:kannan-4,Sukeshwar Kannan,US
fl:qi_ln:jin-35,Qiuwang Jin,
fl:ge_ln:rivier-1,Georges Rivier,
fl:ma_ln:kobayashi-58,Masashi Kobayashi,
fl:ju_ln:zhou-44,Jun Zhou,
fl:br_ln:riggs-10,Brett D. Riggs,
fl:ch_ln:yi-20,Chang-Han Yi,US
fl:do_ln:thomas-13,"Donald C. Thomas, III",
003rw6ws3tlxwydxvwzavpq8k,Robert Montausier,
fl:ch_ln:lee-2267,Changmoo Lee,
fl:ja_ln:hunt-4,Jay J. Hunt,
fl:lo_ln:gupta-3,Lokesh M. Gupta,
fl:ri_ln:koba-2,Richard J. Koba,US
fl:vl_ln:bykovnikov-1,Vladimir Bykovnikov,
fl:da_ln:kummer-3,David A. Kummer,
fl:ja_ln:billmaier-2,James A. Billmaier,
fl:he_ln:berkhout-2,Henny Berkhout,
fl:sh_ln:fujitani-3,Shin Fujitani,
fl:ei_ln:geoghegan-1,Eileen Geoghegan,
fl:br_ln:spinneweber-1,Brian K. Spinneweber,
fl:he_ln:choi-49,Hee-kyung Choi,
fl:ma_ln:higashi-20,Masahiko Higashi,
fl:ro_ln:rehnke-1,Robert D. Rehnke,
fl:da_ln:danzilio-1,David Danzilio,US
fl:al_ln:au-6,Alan C. Au,
fl:ch_ln:cheng-337,Chao-Ching Cheng,
fl:ia_ln:hunt-2,Ian Strider Hunt,
fl:hi_ln:okuyama-20,Hideki Okuyama,
fl:ba_ln:ressler-1,Barry Ressler,US
fl:ma_ln:kumar-49,Manoj Kumar,
fl:as_ln:clemmensen-1,Asbjørn Clemmensen,
fl:el_ln:platzgummer-1,Elmar Platzgummer,AT
fl:ri_ln:kemper-1,Richard V. Kemper,US
fl:yo_ln:abe-19,Yoshio Abe,
fl:se_ln:kim-534,Seo-Kon Kim,KR
fl:di_ln:vanmanen-1,Dirk-Jan Van Manen,
fl:jo_ln:daraabrams-1,Joseph Alexander Dara-Abrams,
fl:ki_ln:dinehart-1,Kirk Dinehart,US
fl:ma_ln:forry-1,Mark Edwin Forry,
fl:ro_ln:harris-25,Rodney C. Harris,
fl:ju_ln:choi-261,Junil Choi,KR
fl:ma_ln:sundt-1,Mark Sundt,US
fl:di_ln:lehmann-3,Dieter Lehmann,DE
fl:hi_ln:norimatsu-3,Hidehiko Norimatsu,
fl:he_ln:chen-88,Henry Chen,
fl:ch_ln:lee-2105,Chulkyu Lee,US
fl:jo_ln:obar-1,Joshua Obar,
fl:ro_ln:martin-97,Roland Martin,
fl:mi_ln:kim-316,Minjun KIM,KR
fl:sc_ln:graham-11,Scott Graham,
fl:xu_ln:zhang-83,Xu Zhang,
fl:ch_ln:wang-753,Cheng-Kang Wang,
fl:vi_ln:niese-1,Virgil J. Niese,
fl:ol_ln:schilling-1,Oliver Schilling,DE
fl:hu_ln:lin-165,Huan Lin,
fl:ed_ln:woo-1,Edward J. Woo,
fl:da_ln:cagle-1,David J. Cagle,
fl:ka_ln:takeda-43,Kazuo Takeda,
fl:ru_ln:durgin-2,Russell F. Durgin,US
fl:je_ln:meyer-36,Jesse Meyer,US
fl:wo_ln:youm-2,Wooseup Youm,
fl:do_ln:huber-11,Donald G. Huber,
fl:yu_ln:sivathanu-1,Yudaya R. Sivathanu,
fl:mi_ln:chen-245,Ming Chen,
fl:o_ln:kwon-35,O Bum Kwon,KR
fl:ig_ln:kabiljo-1,Igor Kabiljo,
fl:gu_ln:debras-1,Guy Debras,
fl:yu_ln:tomita-7,Yukio Tomita,
fl:ch_ln:jones-84,Christopher C. Jones,
fl:jo_ln:purvis-5,John W. Purvis,
fl:te_ln:kumada-1,Tetsuya Kumada,
fl:ka_ln:yamada-24,Katsuya Yamada,
fl:fr_ln:morady-1,Fred Morady,
fl:ya_ln:chang-19,Yaw-Guang Chang,
fl:he_ln:hafner-2,Herbert Hafner,
fl:yo_ln:tokuda-1,Yoshiaki Tokuda,
fl:ch_ln:lin-793,Chih-Han Lin,
fl:er_ln:sharon-3,Eran Sharon,IL
fl:ch_ln:lences-1,Charles F. Lences,US
fl:ro_ln:rule-1,Robert J. Rule,US
fl:au_ln:falconer-1,Aubrey Falconer,
fl:is_ln:cohen-2,Isaac Cohen,
fl:j._ln:terrell-2,"J. Richard Terrell, II",
fl:ti_ln:kapelanski-1,Timothy J. Kapelanski,
fl:sh_ln:udo-3,Shinya Udo,
fl:ra_ln:bhat-28,Ravindra Bhat,
fl:in_ln:tortorelli-1,Innocenzo Tortorelli,
fl:er_ln:winer-2,Eric Neiman Winer,
fl:ja_ln:lepow-1,Jacqueline V. Lepow,
fl:mi_ln:mccord-3,Michael McCord,
fl:pa_ln:sharratt-1,Paul Sharratt,
fl:ge_ln:bogner-2,Georg Bogner,
fl:we_ln:wilfinger-1,Werner Wilfinger,
fl:ma_ln:nakamura-23,Masayuki Nakamura,JP
fl:ma_ln:ban-15,Masaki Ban,
fl:sh_ln:murakami-40,Shiro Murakami,
fl:si_ln:wong-51,Simon Wong,
fl:br_ln:boschker-1,Breght Roderick Boschker,
fl:da_ln:wang-182,Danni Wang,
fl:ya_ln:murakoshi-1,Yasuo Murakoshi,
fl:ja_ln:heath-9,James E. Heath,
fl:ri_ln:zhao-5,Ritchie Zhao,US
fl:lu_ln:bellocchio-1,Luigi Bellocchio,FR
fl:do_ln:lim-142,Dongguk LIM,KR
fl:mi_ln:sperling-2,Michael A. Sperling,
fl:ko_ln:vogel-1,Kolja Vogel,
fl:sa_ln:kim-245,Sang Ah KIM,
fl:hi_ln:tamaki-17,Hiroto Tamaki,
fl:ho_ln:vonhayn-2,Holger VonHayn,
fl:ch_ln:tsai-94,Chiou-Wei Tsai,
fl:jo_ln:goshinska-1,"John D. Goshinska, Jr.",
fl:fr_ln:roussel-1,Francois Roussel,
fl:hi_ln:takase-13,Hiroshi Takase,
fl:aa_ln:gokhale-1,Aarti Gokhale,
fl:ji_ln:ding-132,Jianxin Ding,
fl:mi_ln:ruskin-1,Michael Ruskin,
fl:ma_ln:merriman-1,Marcus Merriman,
fl:br_ln:roddy-2,Brian Roddy,
fl:ma_ln:kobayashi-77,Makoto Kobayashi,JP
fl:ar_ln:hekimian-1,Armand Hekimian,
fl:ji_ln:wakjira-1,Jillcha F. Wakjira,
fl:ma_ln:rangel-2,Manuel Pinuela Rangel,
fl:ji_ln:ru-3,Jifeng Ru,US
fl:ja_ln:bullock-2,Jared Bullock,
fl:mi_ln:shindo-2,Mitsuru Shindo,
fl:la_ln:waldman-1,Lawrence Fubini Waldman,
fl:ge_ln:eggers-5,Gerhard Eggers,
fl:se_ln:nonoguchi-1,Seiji Nonoguchi,JP
fl:ke_ln:foltz-2,Keith Richard Foltz,
fl:gu_ln:liu-113,Guiwu Liu,
fl:an_ln:niemeyer-4,Angela K. Niemeyer,US
fl:ka_ln:kakarla-1,Kashinath Kakarla,
fl:ro_ln:markham-3,Ronald C. Markham,
fl:jo_ln:jangam-1,John Samuel Dilip Jangam,
fl:fr_ln:seban-1,Frédérick Seban,
fl:bo_ln:kim-179,Bong Tae Kim,
fl:an_ln:johnson-44,Andrew T. Johnson,
fl:ji_ln:cao-188,Jiannong Cao,
fl:jo_ln:moore-64,John T. Moore,
fl:da_ln:chan-41,David Chan,US
fl:eu_ln:chow-1,Eugene M. Chow,
fl:ha_ln:davoudi-1,Hamid Davoudi,US
fl:ew_ln:steiner-1,Ewald Steiner,
fl:ke_ln:tsutsumiuchi-1,Keita Tsutsumiuchi,
fl:he_ln:schlossarczyk-1,Heinrich Schlossarczyk,
fl:mo_ln:tanaka-22,Morimitsu Tanaka,
fl:yo_ln:nakaso-1,Yoshiaki Nakaso,
fl:ph_ln:hetherington-3,Phillip A. Hetherington,
fl:ol_ln:jansson-2,Olof Jansson,
fl:mo_ln:shimojo-1,Moriyasu Shimojo,
fl:hs_ln:lin-9,Hsing-Lien Lin,
fl:ky_ln:kim-215,Kyung Soo Kim,
fl:ta_ln:yeh-20,Tangshiun Yeh,
fl:d._ln:rasmussen-1,D. Rene Rasmussen,US
fl:th_ln:reichenberger-1,Thomas Reichenberger,DE
fl:al_ln:hanson-12,Allen W. Hanson,
fl:ly_ln:mccarthy-2,Lynn J. McCarthy,
fl:je_ln:kessler-2,Jeffrey Kessler,
fl:mi_ln:pyle-2,Michael Lee Pyle,
fl:ku_ln:mori-8,Kunio Mori,JP
0040o21aj4v0hafi9df27pjy9,Bruno Cappellato,
fl:go_ln:davies-2,Gordon I. Davies,
fl:ga_ln:li-26,Gang Li,
fl:gu_ln:cao-38,Guohua Cao,
fl:no_ln:furue-1,Nobuki Furue,
fl:mi_ln:waki-9,Mitsuji Waki,
fl:ch_ln:schmidt-27,Christian Schmidt,
fl:no_ln:kawanami-1,Norimi Kawanami,
fl:sh_ln:wang-879,Shuoqin Wang,
fl:wi_ln:wunderlich-1,Wiebke Wunderlich,
fl:al_ln:ajanovic-1,Alosman Ajanovic,
fl:an_ln:chiriatti-1,Antonio Chiriatti,DE
fl:be_ln:hendriks-3,Bernardus Hendrikus Wilhelmus Hendriks,
fl:ce_ln:corral-3,Celestino A. Corral,
fl:an_ln:olson-15,Andrew Olson,
fl:ra_ln:naik-10,Rashmi Naik,US
fl:da_ln:viassolo-1,Daniel Viassolo,
fl:ba_ln:scott-10,Baker Scott,US
fl:da_ln:bischof-2,Daniel F. Bischof,
fl:ro_ln:young-31,Robert H. Young,
fl:al_ln:williams-55,Alex Williams,
fl:vl_ln:korzh-1,Vladimir Korzh,
fl:th_ln:mebrahtu-1,Thomas Mebrahtu,
fl:zh_ln:liu-433,Zheng Liu,US
fl:yo_ln:hong-44,Young Tack Hong,
fl:ki_ln:arai-8,Kimitaka Arai,JP
fl:th_ln:lutz-10,Thomas Lutz,
fl:je_ln:ihde-2,Jeffery R. Ihde,
fl:ro_ln:teggatz-2,Ross E. Teggatz,
fl:ja_ln:spain-1,Jason T. Spain,
fl:r._ln:goodson-1,R. Talley Goodson,
fl:cr_ln:christian-1,Craig W. Christian,
fl:li_ln:nilsson-1,Lina Maria NILSSON,
fl:ma_ln:defore-1,Matthew C. DeFore,
fl:ho_ln:sommerfeld-1,Howard Sommerfeld,
fl:ja_ln:whayne-1,James G. Whayne,
fl:to_ln:higashimoto-1,Toru Higashimoto,
fl:na_ln:yoshie-2,Naoki Yoshie,
fl:ro_ln:cohen-25,Rotem Cohen,
fl:to_ln:hikosaka-8,Tomohiro Hikosaka,JP
fl:di_ln:oechsle-1,Dietmar Oechsle,
fl:da_ln:suleman-1,Dani Suleman,
fl:to_ln:spencer-7,Todd M. Spencer,
fl:ma_ln:dixon-1,Max Harold Dixon,
fl:to_ln:okayasu-2,Toshiyuki Okayasu,
fl:br_ln:bochner-2,Bruce Bochner,US
fl:ta_ln:iwatsubo-1,Takeshi Iwatsubo,
fl:sv_ln:peters-1,Sven Peters,
fl:gr_ln:glenn-4,Gregory M. Glenn,
fl:za_ln:hollis-1,Zachary Hollis,
fl:ch_ln:hundersmarck-1,Christopher Fulton Hundersmarck,
fl:ji_ln:jiang-83,Jiahui Jiang,
00448vjoe1ffu3l2nm9daeh2m,Jeff Hirschi,
fl:jo_ln:kim-725,Jongseok Kim,
fl:qu_ln:carbone-1,"Quiedo J. Carbone, Jr.",
fl:ak_ln:tanaka-21,Akira Tanaka,JP
fl:te_ln:akashi-4,Teruhisa Akashi,
fl:mi_ln:dosch-3,Michael Dosch,
fl:ha_ln:nishimura-6,Hajime Nishimura,JP
fl:wo_ln:choi-86,Woohyung Choi,KR
fl:ta_ln:kano-11,Takafumi Kano,JP
fl:ry_ln:kallas-1,Ryan Kallas,
fl:da_ln:waller-6,David P. Waller,US
fl:jo_ln:fant-3,John Fant,
fl:ch_ln:yu-459,Ching Yu,
fl:wo_ln:scheibitz-1,Wolfgang Scheibitz,
fl:la_ln:nookala-1,Lakshmi Nookala,
fl:va_ln:kaper-1,Valery S. Kaper,US
fl:ti_ln:ross-1,Tina Morgan Ross,
fl:wa_ln:wesner-1,Walter H. Wesner,
fl:ry_ln:byrd-1,Ryan Christopher Byrd,
fl:ch_ln:distasio-1,Christopher C. Distasio,
fl:ad_ln:steiner-2,Adrian Steiner,
fl:aa_ln:beniwal-1,Aaina Beniwal,
fl:jo_ln:giurtino-1,Joel F. Giurtino,
fl:ki_ln:fu-1,Kin Chung Denny Fu,
fl:ka_ln:yoshida-32,Kazunari Yoshida,
fl:is_ln:lieberman-3,Isador H. Lieberman,
fl:ot_ln:gramckow-1,Otto Gramckow,
fl:ma_ln:hershenson-1,Mar Hershenson,
fl:to_ln:camps-1,Tom Camps,
fl:no_ln:iwase-11,Nobuo Iwase,
fl:gi_ln:logiudice-2,Gianbattista Lo Giudice,
fl:jo_ln:sowell-3,John B. Sowell,US
fl:da_ln:kelly-1,Dana R. Kelly,US
fl:ti_ln:feng-28,Tiansheng Feng,CN
fl:al_ln:irimie-1,Alin Irimie,
fl:da_ln:cromer-1,Daryl Cromer,
fl:mi_ln:determan-1,Michael W. Determan,US
fl:am_ln:borgstrom-1,Amie Borgstrom,
fl:er_ln:israelsson-1,Erik Israelsson,
fl:ma_ln:iizuka-25,Mamoru Iizuka,
fl:ka_ln:nishiyama-17,Kazuhiro Nishiyama,
fl:ju_ln:munn-1,Jude M. Munn,
fl:na_ln:bunyan-1,Navin N. Bunyan,
fl:da_ln:barrett-7,David J. Barrett,
fl:me_ln:zhang-33,Mengru Zhang,
fl:de_ln:kamath-1,Deeksha Kamath,US
fl:na_ln:chaturvedi-2,Nalin Chaturvedi,
fl:se_ln:park-123,Seung-bae Park,KR
fl:st_ln:goebel-5,Steven G. Goebel,US
fl:ge_ln:timmerman-2,George H. Timmerman,
fl:ma_ln:hocking-1,Martin B. Hocking,
fl:je_ln:machtig-1,Jeffrey S. Machtig,
fl:st_ln:todd-7,Stephen J. Todd,US
fl:ma_ln:kurek-3,Malgorzata Kurek,
fl:da_ln:klikic-1,Damir Klikic,US
fl:gi_ln:somers-1,Giles N. Somers,
fl:ri_ln:wagner-12,Richard W. Wagner,US
fl:ba_ln:masoud-1,Baha Masoud,
fl:yo_ln:fukagawa-5,Youzou Fukagawa,
fl:ch_ln:harrises-1,Christopher M. Harrises,US
fl:hy_ln:kim-317,Hyeong Jun Kim,KR
fl:ju_ln:preuschen-1,Judith Preuschen,
fl:ke_ln:tosuji-1,Kenta Tosuji,
fl:ja_ln:roth-24,Jason Roth,
fl:fr_ln:leon-2,Francisco Leon,US
fl:to_ln:zhou-14,Tong Zhou,
fl:ta_ln:teshima-4,Tara Lynn Teshima,CA
fl:me_ln:yavuz-2,Mehmet Yavuz,US
fl:da_ln:kelly-19,David P. Kelly,US
fl:fr_ln:maxik-3,Fredric S. Maxik,
fl:yu_ln:pao-4,Yu-Nan Pao,TW
fl:co_ln:keene-1,Colin H. Keene,
fl:sh_ln:roy-15,Shourya Roy,
fl:hi_ln:nomura-36,Hirofumi Nomura,
fl:ma_ln:benson-12,Mark William Benson,US
fl:si_ln:adoni-1,Siddique M. Adoni,
fl:ja_ln:remington-3,James A. Remington,
fl:av_ln:akerib-1,Avidan Akerib,
fl:je_ln:choi-168,Jeong-Wan Choi,
fl:ho_ln:tan-31,Hong Tan,US
fl:ra_ln:murtinty-2,Rajeshekhar Murtinty,US
fl:ge_ln:ruhenstrothbauer-1,Gerhard Ruhenstroth-Bauer,
fl:mi_ln:tullous-1,Micam W. Tullous,
fl:hi_ln:ito-61,Hideo Ito,
fl:fr_ln:woodward-2,Frederick Woodward,
fl:so_ln:noh-10,Sok Won Noh,
fl:na_ln:scanlon-1,Nathan Scanlon,
fl:br_ln:buntschuh-1,Bruce Melvin Buntschuh,
fl:ji_ln:jung-111,Ji Eun Jung,
fl:br_ln:taylor-34,Brigham Thomas Taylor,
fl:yu_ln:sakakibara-5,Yuji Sakakibara,
fl:la_ln:kavuri-2,Lakshmi N. Kavuri,US
fl:ku_ln:ito-5,Kunio Ito,
fl:ta_ln:endo-40,Takayoshi Endo,
fl:ro_ln:mancisidor-2,Rodolfo Augusto Mancisidor,US
fl:ho_ln:sedlak-1,Holger Sedlak,
fl:sr_ln:mudigonda-1,Srinivas Mudigonda,
fl:mo_ln:lee-126,Morris Lee,
fl:vi_ln:chernukha-1,Victor Andreevich Chernukha,UA
fl:pr_ln:velagapudi-2,Prasanna Velagapudi,
fl:ji_ln:choi-256,Jin Soo Choi,
fl:gr_ln:cairns-3,Graham Andrew Cairns,GB
fl:sa_ln:disch-1,Sascha Disch,DE
fl:ma_ln:matsui-34,Makoto Matsui,
fl:le_ln:harrison-7,Leslie Mervyn Harrison,
fl:en_ln:cafaro-1,Enrico Raffaele Cafaro,US
fl:su_ln:aoki-6,Suguru Aoki,
fl:hi_ln:endo-47,Hironori Endo,
fl:ba_ln:valastro-2,Bartolo Valastro,
fl:gu_ln:li-73,Guofu Li,
004ahokjwzil85n1m3kzqza1o,Karl-Heinz Enderle,DE
fl:je_ln:cornish-1,Jeffrey R. Cornish,US
fl:ja_ln:walsh-9,James E. Walsh,
fl:de_ln:lin-56,Dexu Lin,US
fl:fr_ln:huang-9,Frank Huang,US
fl:ha_ln:xu-119,Hao Xu,US
fl:hi_ln:tobo-1,Hiroyuki Tobo,
fl:mi_ln:mujat-1,Mircea Mujat,US
fl:si_ln:tan-37,Siew-Seong Tan,
fl:sh_ln:panchapakesan-2,Shankari Panchapakesan,
fl:zi_ln:li-13,Zih-Yi Li,
