inventor_id,name,country
fl:at_ln:nakagawa-4,Atsushi Nakagawa,
fl:go_ln:macneil-1,Gordon MacNeil,
fl:an_ln:goswami-4,Animesh Goswami,US
fl:ko_ln:furukawa-10,Koji Furukawa,
fl:ja_ln:kang-49,Jae-Won Kang,KR
fl:jo_ln:prest-2,Joss Prest,
fl:ki_ln:cha-8,Kiseok Cha,
fl:ju_ln:akamatsu-2,Junichi Akamatsu,
fl:ch_ln:fuoco-2,Charles Fuoco,
fl:th_ln:collom-1,Thomas L. Collom,
fl:na_ln:guzik-1,Nahum Guzik,
fl:pe_ln:march-2,Peter March,US
fl:st_ln:torer-1,Steven Torer,
fl:da_ln:cho-11,Dai-Han Cho,
fl:ha_ln:deligianni-2,Hariklia Deligianni,US
fl:ma_ln:taber-1,Mark Taber,
fl:mi_ln:park-76,Mi Sun Park,
fl:bu_ln:schulte-1,Burkart Schulte,
fl:jo_ln:laborde-4,John Laborde,
fl:ca_ln:reiss-2,Caroline Reiss,US
fl:wa_ln:lundy-1,Walter Lundy,
fl:no_ln:kaneko-11,Nobutaka Kaneko,JP
fl:wo_ln:wichmann-1,Wolf-Dieter Wichmann,
fl:yu_ln:hirama-1,Yukio Hirama,
fl:jo_ln:magnani-4,Joseph Andrew Magnani,
fl:an_ln:johnsen-3,Andrew C. Johnsen,US
fl:mi_ln:capozella-1,Michael Capozella,
fl:ga_ln:lopez-5,Gabriel P. Lopez,
fl:an_ln:vilgiate-1,Anthony Vilgiate,
fl:ja_ln:ashley-3,James P. Ashley,
008xgq43ew71vl7j6c6xngt22,Kathy Hertzog,
fl:da_ln:ferguson-18,David I. Ferguson,
fl:sh_ln:nanno-1,Shigeo Nanno,
fl:no_ln:korem-1,Noam Korem,
fl:ta_ln:tateno-7,Takayuki Tateno,
fl:le_ln:wang-65,Lee Wang,
fl:yo_ln:son-57,Yong-Ki Son,
fl:ha_ln:murakami-1,Hajime Murakami,
fl:ko_ln:suzuki-50,Koji Suzuki,JP
fl:ja_ln:godfrey-3,Jason Godfrey,
fl:al_ln:kober-2,Alfred E. Kober,US
fl:da_ln:takagi-4,Daisuke Takagi,JP
fl:ch_ln:weis-6,Christoph Weis,
fl:hi_ln:yoshino-16,Hitoshi Yoshino,
fl:sh_ln:mcconaughy-1,Shawn David McConaughy,
fl:zh_ln:gao-46,Zhao Gao,
fl:yi_ln:zheng-46,Yi Zheng,US
fl:pi_ln:milhau-1,Pierre Milhau,
fl:mi_ln:callanan-2,Michael J. Callanan,
fl:bi_ln:wang-77,Bin Wang,
fl:ko_ln:kong-3,Koon Seung Kong,
fl:ca_ln:morato-2,Carlos Morato,US
fl:ma_ln:blumenkranz-1,Mark S. Blumenkranz,
fl:ji_ln:xiao-71,Jie Xiao,
fl:ju_ln:lee-809,Junha Lee,KR
fl:st_ln:law-4,Stacey Law,
fl:yo_ln:park-151,Young Ho Park,KR
fl:my_ln:kim-257,Myungsun Kim,
fl:ma_ln:yamamoto-48,Masafumi Yamamoto,
fl:ba_ln:ramamoorthy-5,Balaji Ramamoorthy,
fl:st_ln:schirrmeister-1,Steffen Schirrmeister,
fl:lo_ln:lombardo-2,Louis J. Lombardo,US
fl:de_ln:warner-7,Derek Warner,
fl:we_ln:hottinger-1,Werner Hottinger,
fl:ma_ln:winston-3,Mark Winston,
fl:st_ln:vincent-10,Stephane Vincent,
fl:ma_ln:arnold-32,Martin Arnold,
fl:ma_ln:staudenrausch-1,Martin Staudenrausch,
fl:ul_ln:wietelmann-1,Ulrich Wietelmann,
fl:ud_ln:baumeister-1,Udo Baumeister,
fl:ro_ln:pressler-1,Ron Pressler,
fl:hi_ln:ichikawa-28,Hirofumi Ichikawa,
fl:ey_ln:shelef-2,Eyal Shelef,
fl:da_ln:mcarthur-6,"David T. McArthur, deceased",
fl:do_ln:kerth-1,Donald A. Kerth,US
fl:ch_ln:jolliffe-3,Charles Jolliffe,
fl:ki_ln:silverbrook-1,Kia Silverbrook,
fl:ry_ln:white-3,Ryan R. White,
fl:ca_ln:chen-2,Cameron Kai-Ming Chen,
fl:ca_ln:rekully-1,Cameron M. Rekully,
fl:ma_ln:yamada-54,Masayoshi Yamada,
fl:ya_ln:hitomi-4,Yasuhiro Hitomi,
fl:su_ln:uno-1,Sui Uno,
009142h9m5ntwf2lcg7jl8wgu, Shimon,
fl:pa_ln:dransfield-3,Paul John Dransfield,US
fl:ti_ln:vintola-1,Timo Ville VINTOLA,US
fl:ed_ln:bajgrowicz-1,Edward J. Bajgrowicz,
fl:th_ln:zhu-2,Theodore Zhu,
fl:ma_ln:lyons-4,Mark Lyons,AU
fl:zh_ln:dai-104,Zhongtao Dai,US
fl:ro_ln:pfeiffer-4,Robert W. Pfeiffer,US
0091otwn8uqfl2ho4w6nsjrpz,J. Paul Dourish,
fl:an_ln:geraci-3,Antonino Geraci,
fl:jo_ln:kamieniecki-1,John Kamieniecki,US
fl:ad_ln:trappe-2,Adam Trappe,
fl:do_ln:kreutzer-2,Donald L. Kreutzer,US
fl:er_ln:booth-1,Ernest A. Booth,
fl:ru_ln:kreichauf-1,Ruth Dagmar Kreichauf,
fl:ta_ln:tsuneki-1,Takao Tsuneki,
fl:ji_ln:jeong-87,Ji Hoon Jeong,KR
fl:hi_ln:takahara-10,Hideyuki Takahara,
fl:ke_ln:moeggenborg-1,Kevin Moeggenborg,
fl:ja_ln:land-1,James Land,
fl:je_ln:bernstein-6,Jeffrey Traer Bernstein,
fl:gu_ln:wozny-1,Guenter Wozny,
fl:he_ln:claassen-1,Henricus Cornelis Claassen,
fl:wi_ln:huber-3,Willi Huber,
fl:st_ln:taunier-1,Stéphane Taunier,FR
fl:zh_ln:xiao-1,Zhijun Xiao,MY
fl:mu_ln:retnasamy-1,Muthukumar Retnasamy,
fl:ai_ln:hotta-1,Aira Hotta,JP
fl:st_ln:gewartowski-1,Steve A. Gewartowski,
fl:wi_ln:lawrence-9,William A. P. Lawrence,
fl:yi_ln:wang-82,Yi-Cheih Wang,
fl:ji_ln:kang-205,Jiwon Kang,KR
fl:th_ln:walker-24,Thomas J. Walker,US
fl:wi_ln:hasty-3,William Hasty,
fl:br_ln:stenne-1,Brice M. Stenne,
fl:ch_ln:provenzano-2,Christopher A. Provenzano,US
fl:ya_ln:schrodi-1,Yann Schrodi,
fl:be_ln:heinbokel-1,Bernd Heinbokel,
fl:ge_ln:shook-6,Gerald Shook,
fl:yo_ln:guo-58,Yongjun Guo,
fl:is_ln:goldberg-4,Isaac Goldberg,
fl:ma_ln:groebmair-1,Maximilian Groebmair,
fl:eu_ln:kane-1,"Eugene Cannon Kane, II",
fl:ga_ln:stangland-1,Gary R. Stangland,
fl:cr_ln:pereira-4,Cristiano L. Pereira,
fl:la_ln:flanagankent-1,Laura Flanagan-Kent,
fl:jo_ln:sprowl-1,Jory Sprowl,
fl:kw_ln:choi-48,Kwang-Seok Choi,
fl:jo_ln:navarra-1,John Navarra,US
fl:da_ln:holmes-13,David John Holmes,
fl:pe_ln:muller-7,Peter Muller,
fl:ro_ln:larkin-6,Robert Larkin,US
fl:ch_ln:zhang-249,Chen Zhang,
fl:no_ln:kashiki-1,Nobusuke KASHIKI,
fl:sa_ln:paul-22,Sanjoy Paul,
fl:je_ln:whitehead-3,Jeffrey Whitehead,US
fl:wi_ln:lieurance-1,William L. Lieurance,
fl:ga_ln:hall-17,Gary S. Hall,
fl:ko_ln:sagane-1,Koji Sagane,
fl:ka_ln:uchida-46,Kazuyuki Uchida,
fl:jo_ln:hogg-6,"John S. Hogg, Jr.",
fl:mi_ln:leddy-2,Michael Leddy,
fl:fe_ln:barzaghi-1,Fernando Barzaghi,
fl:ro_ln:sanderson-2,Roger S. Sanderson,
fl:wi_ln:speyer-1,William Kip Speyer,
fl:wi_ln:kates-1,Willard A. Kates,
fl:ta_ln:salus-1,Tamir Salus,IL
fl:an_ln:rajeswaran-1,Anand Rajeswaran,
fl:bo_ln:kim-111,Bo Hyun Kim,
fl:ry_ln:shundo-1,Ryushi Shundo,
fl:fa_ln:raheman-2,Fazal Raheman,
fl:da_ln:imai-8,David Tadashi Imai,US
fl:pa_ln:raine-2,Paul R. Raine,
fl:st_ln:schwarte-4,Stephan Schwarte,
fl:ro_ln:stuttgen-1,Robert G. Stuttgen,
fl:lo_ln:tateosian-1,Louis H. Tateosian,
fl:ma_ln:ukita-4,Masakazu Ukita,JP
fl:pa_ln:buckley-8,Paul William Buckley,
0096apnhb77kxhyksl6n6ezhf,Milton Blick,US
fl:ma_ln:takahashi-103,Masaya Takahashi,
fl:re_ln:bruce-3,Rey H. Bruce,US
fl:er_ln:gale-1,Ernest S. Gale,
fl:yi_ln:shen-74,Yilin Shen,
fl:da_ln:simpson-18,"David W. Simpson, Sr.",
fl:do_ln:damour-1,Dominique Damour,
fl:al_ln:wolf-13,Alexander Wolf,
fl:by_ln:choi-68,Byung-Jin Choi,US
fl:ja_ln:macglashan-1,James MacGlashan,
fl:jo_ln:siegel-23,Joshua Siegel,US
fl:ch_ln:cheng-372,Chia-Yang Cheng,
fl:ho_ln:cheng-29,Hong Cheng,US
fl:re_ln:hermann-2,Reto Hermann,
fl:bu_ln:bockem-1,Burkhard Böckem,
fl:hi_ln:kobayashi-117,Hidetoshi Kobayashi,JP
fl:na_ln:iwama-1,Naoshi Iwama,
fl:ta_ln:inoue-104,Takamichi Inoue,
fl:pe_ln:cheo-1,Peter K. Cheo,US
fl:jo_ln:kopin-1,Joshua B. Kopin,
fl:ka_ln:schalk-1,Karl Schalk,
fl:de_ln:reaves-1,Debra Jean Reaves,
fl:th_ln:steinecke-1,Thomas Steinecke,
fl:ma_ln:multrus-1,Markus Multrus,
fl:hi_ln:kagawa-2,Hidetsugu Kagawa,JP
fl:ta_ln:yoshigahara-1,Takayuki Yoshigahara,
fl:sh_ln:kim-74,Shawn Kim,
fl:gu_ln:bahr-2,Gunter F. Bahr,
fl:da_ln:zagury-1,Daniel Zagury,FR
fl:ro_ln:montgomery-33,Robert Montgomery,
fl:ke_ln:wright-35,Kenneth Wright,
fl:br_ln:salisbury-2,Brian A. Salisbury,
fl:hi_ln:tominaga-2,Hisaaki Tominaga,
fl:cr_ln:petrie-1,Craig S. Petrie,US
fl:zh_ln:xu-259,Zhuxian Xu,
fl:ri_ln:hirschhorn-1,Richard Hirschhorn,US
fl:ag_ln:tanja-1,Age Willem Tanja,
fl:xi_ln:zhang-212,Xiaoxia Zhang,US
fl:ph_ln:keung-1,Phillip H. Keung,
fl:ja_ln:cooper-27,James L. Cooper,
fl:ji_ln:lee-130,Jiyoun Lee,KR
fl:ke_ln:suzuki-9,Kenichirou Suzuki,
fl:ta_ln:honda-50,Takuma Honda,
fl:st_ln:maguire-4,Stephen B. Maguire,
fl:sa_ln:tanaka-24,Satoshi Tanaka,
fl:ki_ln:tu-1,King-Ning Tu,
fl:be_ln:beauquey-1,Bernard Beauquey,
fl:yu_ln:kakishima-1,Yuichi Kakishima,
fl:pe_ln:sosso-1,Peter F. Sosso,
fl:wi_ln:harron-1,Wilson Harron,
fl:no_ln:murayama-2,Norihiro Murayama,
fl:mi_ln:slater-9,Michael Slater,
fl:fr_ln:stevens-12,Freddie Craig Stevens,
fl:va_ln:vieu-1,Valerie Vieu,FR
fl:da_ln:prenger-2,Daniel J. Prenger,
fl:ju_ln:anlauf-1,Jurgen Anlauf,
fl:ty_ln:brown-7,Tyler Brown,
fl:ma_ln:ikarashi-4,Makiko Ikarashi,
fl:br_ln:smith-54,Brian E. Smith,
fl:py_ln:kofman-1,Pylyp Kofman,
fl:er_ln:valencich-1,Erinn Valencich,
fl:yo_ln:ogawa-29,Yoshifumi Ogawa,
fl:ya_ln:kondo-20,Yasunori Kondo,
fl:ca_ln:bourbon-1,Carole Bourbon,
fl:je_ln:lipari-2,Jeffrey S. Lipari,US
fl:la_ln:kiest-2,"Larry W. Kiest, Jr.",
fl:su_ln:lee-405,Sung Mok Lee,KR
fl:ja_ln:roberts-49,Jason Roberts,GB
fl:gi_ln:lengvinas-1,Gintautas Lengvinas,
fl:jo_ln:azevedo-4,Jose Azevedo,US
fl:ma_ln:medley-1,Martin A. Medley,
fl:al_ln:lumbab-1,Alex C. Lumbab,
fl:ad_ln:tyler-2,Adam Price Tyler,
fl:yo_ln:hong-25,Young-ki Hong,KR
fl:sh_ln:isshiki-2,Shota ISSHIKI,
fl:ka_ln:schramm-5,Karl F. Schramm,
fl:ju_ln:yap-1,Jung Houn Yap,GB
fl:yu_ln:takeuchi-33,Yuta Takeuchi,
fl:sy_ln:lee-8,Syun Kyung Lee,
fl:an_ln:phillips-27,Anthony John Phillips,
fl:ju_ln:shimamura-2,Jun SHIMAMURA,
fl:ch_ln:dasari-1,Charles Prakash Rao Dasari,
fl:re_ln:galoz-1,Reshef GAL-OZ,
fl:th_ln:laude-1,Thorsten Laude,DE
fl:hi_ln:abe-41,Hiroyuki Abe,JP
fl:ho_ln:sun-54,Ho-won Sun,
fl:ja_ln:eriksson-7,Jan Bertil Eriksson,
fl:da_ln:vreb-1,Dag Øvrebø,
fl:mi_ln:grabner-1,Michael Grabner,
fl:pe_ln:vinson-1,Peter Edward Vinson,
fl:al_ln:toresson-1,Alexander Toresson,
fl:tr_ln:pashley-1,Tristan Pashley,
fl:ko_ln:kodaira-1,Kojiro Kodaira,
fl:la_ln:brown-57,Lawrence B. Brown,US
fl:xi_ln:zhang-494,Ximing Zhang,
fl:to_ln:amano-18,Toshio Amano,
fl:ch_ln:chai-12,Chong-Chul Chai,KR
fl:ri_ln:hollins-2,Richard A. Hollins,
fl:ba_ln:yomtov-3,Barry M. Yomtov,
fl:ma_ln:sakamoto-39,Mai Sakamoto,
fl:je_ln:charrier-5,Jean-Damien Charrier,
fl:be_ln:dunsbergen-1,Berend Dunsbergen,US
fl:ro_ln:thomas-70,Ross G. Thomas,
fl:kr_ln:brown-11,Krista Brown,US
fl:li_ln:zhou-166,Lin Zhou,
fl:wo_ln:pompe-1,Wolfgang Pompe,
fl:sh_ln:nakashita-1,Shigeto Nakashita,JP
fl:be_ln:mcgarvey-1,Bernard Michael McGarvey,
fl:wa_ln:lee-169,Wang Woo Lee,
fl:by_ln:youm-1,Byeonghwan Youm,
fl:jo_ln:tate-14,Joseph Anthony Tate,US
fl:ka_ln:sridhar-7,Kamakshi Sridhar,
fl:hi_ln:shigemoto-1,Hiroya Shigemoto,
fl:ri_ln:leinen-1,Richard A. Leinen,
fl:ju_ln:jang-113,Juhee Jang,KR
fl:ch_ln:dezelah-1,Charles Dezelah,
fl:zo_ln:kadar-1,Zoltan Kadar,
fl:sh_ln:kimura-63,Shougo Kimura,
fl:ol_ln:fischer-5,Oliver Fischer,
fl:th_ln:gartlan-1,Thomas Gregory Gartlan,
fl:ma_ln:amacker-3,Matthew Amacker,US
fl:ry_ln:natori-1,Ryoko Natori,JP
fl:ro_ln:mininni-2,Robert M. Mininni,US
fl:ta_ln:horiuchi-40,Takao Horiuchi,
fl:ke_ln:herndon-2,Kenneth Herndon,
fl:mi_ln:larsen-3,Michael S. Larsen,
fl:ca_ln:hergart-1,Carl-Anders Hergart,
fl:ma_ln:shibuya-17,Masaki Shibuya,
fl:su_ln:tanaka-6,Susumu Tanaka,
fl:yu_ln:chen-438,Yu-Yen Chen,
fl:fr_ln:chianese-1,Francois Chianese,
fl:mo_ln:mahadevan-2,Mohan Mahadevan,
fl:sh_ln:kato-90,Shotaro Kato,
009g2nja9s57k1evha4sa1n2g,Kostag V. Tito,US
009g2sftodhahreysjlptpbb4,Ron Mencarelli,
fl:da_ln:richard-16,Danny J. Richard,
fl:ed_ln:beadle-1,Edward R. Beadle,
fl:jo_ln:kasugai-1,Joji Kasugai,
fl:ja_ln:kister-1,January Kister,
fl:aa_ln:sinha-1,Aayushi Sinha,
fl:ol_ln:marinchenco-1,Oleg Marinchenco,IL
fl:ta_ln:imamura-10,Takahiro Imamura,JP
fl:ta_ln:igarashi-38,Takahiro Igarashi,JP
fl:gr_ln:butcher-1,Gregory H. Butcher,
fl:yo_ln:okada-3,Yoshikuni Okada,
fl:he_ln:pedersen-13,Henrik Chresten Pedersen,
fl:zh_ln:yang-249,Zhongqiang Yang,
fl:ju_ln:koezuka-1,Junichi Koezuka,
fl:ko_ln:sabe-2,Kohtaro Sabe,
fl:hy_ln:won-28,Hyojin Won,KR
fl:ta_ln:suzuki-167,Taku Suzuki,
fl:di_ln:dupouy-1,Diego Gabriel Dupouy,
fl:ke_ln:hashizume-2,Kenji Hashizume,
fl:jo_ln:quincke-1,Joerg Quincke,DE
fl:za_ln:coonrod-1,Zachary Coonrod,DE
fl:br_ln:watkins-4,Bruce J. Watkins,
fl:ab_ln:lin-3,Abraham Lin,
fl:ca_ln:buckner-4,Carrol E. Buckner,
fl:to_ln:kai-21,TOSHIMITSU KAI,JP
fl:ka_ln:cheng-51,Kai-Wen Cheng,
fl:la_ln:villemoes-1,Lars Villemoes,
fl:sh_ln:hammel-1,Sherry E. Hammel,US
fl:do_ln:st.aubin-1,Donald L. St. Aubin,
fl:gi_ln:giannini-3,Giuseppe Giannini,
fl:ra_ln:bugga-1,Ratnakumar V. Bugga,
fl:ka_ln:phillips-11,Kathleen R. Phillips,US
fl:cl_ln:deinert-1,Cliff Deinert,US
fl:ru_ln:grant-2,Russell Philip Grant,
fl:ch_ln:dennis-5,Charles L. Dennis,
fl:pe_ln:bigioi-1,Petronel Bigioi,
fl:di_ln:kopplin-1,Dirk Kopplin,
fl:ho_ln:ma-48,Hongbin Ma,
fl:na_ln:miura-6,Natsushi Miura,
fl:yo_ln:sumi-3,Yoshitaka Sumi,
fl:na_ln:suzuki-38,Naoto Suzuki,
fl:na_ln:haynes-1,Nancy Ann Haynes,
fl:al_ln:birkle-1,Alan Birkle,
fl:mi_ln:tseng-7,Ming-Huei Tseng,
fl:mi_ln:suwa-1,Miya Suwa,
fl:ak_ln:furuta-4,Akio Furuta,
009k787l9rbtmw3der9vei78d,"Eugene K. Cathcart, Sr.",
fl:ch_ln:bartlett-20,Christopher D. Bartlett,
fl:ba_ln:barna-1,Barbara P. Barna,
fl:st_ln:nunnally-1,Stephen C. Nunnally,US
fl:ma_ln:kapoor-8,Manika Kapoor,
fl:ma_ln:traverso-5,Matthew J. Traverso,
fl:wi_ln:nikolai-1,William L. Nikolai,
fl:ge_ln:wang-32,Ge Wang,
fl:yo_ln:simanjuntak-1,Yogy Simanjuntak,
fl:be_ln:balmer-1,Bert Balmer,
fl:ma_ln:braeutigam-2,Max Braeutigam,
fl:ma_ln:noest-1,Marc Noest,US
fl:gl_ln:steiner-2,Glenn C. Steiner,
fl:aj_ln:singh-5,Ajay Singh,
fl:jo_ln:croom-1,John Bradley Croom,US
fl:ch_ln:lord-2,Chris Lord,
fl:ig_ln:brikun-1,Igor Brikun,
fl:su_ln:schmoker-1,Suzanne Marie Schmoker,US
fl:ch_ln:zhang-407,Chi Zhang,
fl:da_ln:fritzinger-3,Daniel D. Fritzinger,
fl:jo_ln:carlson-8,Jonathan Axel Carlson,
fl:ra_ln:brusasco-1,Raymond M. Brusasco,
fl:he_ln:schroder-10,Henrik Schroder,
fl:ma_ln:hori-40,Masakatsu Hori,
fl:no_ln:matsui-20,Nobuaki Matsui,JP
fl:ca_ln:srividya-1,Cancheepuram V. Srividya,
fl:na_ln:suzuki-23,Naomasa Suzuki,
fl:ha_ln:matsuda-9,Hajime Matsuda,
fl:sr_ln:dixit-1,Srivathsa Gunda Dixit,
fl:ma_ln:sarett-2,Matthew Jeremy Sarett,
fl:ro_ln:jones-60,Robert L. Jones,GB
fl:ge_ln:stoikos-2,Georgios Stoikos,
fl:el_ln:dantzer-1,Elonne Dantzer,
fl:je_ln:o'halloran-2,Jeremy O'Halloran,
fl:fr_ln:brunswig-1,Frank Brunswig,
fl:ma_ln:hoff-7,Mark Hoff,
fl:di_ln:speer-1,Dietrich Speer,DE
fl:xi_ln:liu-636,Xinzhao Liu,
fl:al_ln:jerschow-1,Alexej Jerschow,
fl:ti_ln:schweikert-1,Timothy Schweikert,US
fl:ac_ln:clemens-1,Achim Clemens,
fl:xi_ln:zhou-310,Xing Zhou,
fl:ja_ln:elreedy-1,Jamil Omar-Hatem El-Reedy,
fl:ma_ln:jonasson-2,Mats Jonasson,SE
fl:hs_ln:chen-320,Hsiang-Fu Chen,
fl:pi_ln:tahbaz-1,Pirouz Tahbaz,US
fl:gr_ln:crawley-3,Graeme Crawley,
fl:di_ln:zhao-10,Dijun ZHAO,
fl:hu_ln:zhuang-5,Hui-Zhong Zhuang,
fl:ja_ln:may-26,James May,
fl:ma_ln:matsubara-3,Masahiro Matsubara,
fl:jo_ln:palmer-19,John Palmer,US
fl:to_ln:kashiwagi-7,Toshiyuki Kashiwagi,
fl:no_ln:fulton-1,Norman Neilson Fulton,
fl:to_ln:ohmine-3,Toshimitsu Ohmine,JP
fl:al_ln:frank-3,Allan Frank,
fl:yu_ln:kogure-10,Yusuke KOGURE,
fl:tz_ln:hung-12,Tzu-Li Hung,
fl:vi_ln:bourassa-1,Virgil Bourassa,
fl:mi_ln:mclean-6,Michael E. McLean,
fl:da_ln:yang-55,Danning Yang,
fl:ni_ln:kumar-20,Nishant Kumar,
fl:ar_ln:dasu-1,Aravind Raghavendra Dasu,
fl:je_ln:cote-2,Jeff Cote,US
fl:ke_ln:greer-12,Kerry L. Greer,
fl:zh_ln:tao-36,Zhenning Tao,
fl:hy_ln:jeon-213,Hyoungsuk Jeon,
fl:sa_ln:saha-32,Sanjiv Saha,
fl:ta_ln:ashcroft-1,Tavys Q. Ashcroft,US
fl:sh_ln:pu-2,Shenta T. Pu,US
fl:jo_ln:karon-1,Joshua Karon,CA
fl:sh_ln:xi-11,Shui Xi,
fl:pe_ln:yim-1,Peter C. Yim,US
fl:th_ln:gregg-3,Thomas A. Gregg,US
fl:ha_ln:wallin-1,Hans Wallin,
fl:sh_ln:misra-3,Shashank Misra,
fl:pe_ln:xu-17,Peisheng Xu,
fl:fr_ln:schrattenecker-1,Franz Schrattenecker,
fl:sh_ln:ponoth-2,Shom Ponoth,US
fl:ra_ln:sen-16,Radha Sen,US
fl:am_ln:folk-1,Amy Baker Folk,
fl:yo_ln:sakishita-1,Yoshimasa Sakishita,JP
fl:ri_ln:skurkis-1,Richard J. Skurkis,
fl:an_ln:noguesbarrieras-1,Antonio Nogués Barrieras,
fl:ka_ln:hacke-1,Katrin Hacke,US
fl:sh_ln:mccracken-2,Shaun D. McCracken,
fl:je_ln:barbier-10,Jean Barbier,
fl:ch_ln:chen-514,Chin-Tu Chen,
fl:na_ln:honma-6,Naoki Honma,
fl:ro_ln:rullman-1,Robert G. Rullman,
fl:na_ln:akiyama-5,Naoki Akiyama,JP
fl:st_ln:garger-2,Stephen J. Garger,
fl:ah_ln:soliman-5,Ahmed Mohamed Shehata Soliman,
fl:da_ln:koblas-1,David A. Koblas,
fl:hi_ln:kimiya-1,Hirokazu Kimiya,
fl:ka_ln:matsuda-36,Kan Matsuda,
fl:bo_ln:pertsikov-1,Boris Pertsikov,
fl:an_ln:ho-18,Anthony Ho,
fl:sh_ln:liu-465,Shan Liu,US
fl:st_ln:maier-12,Stephan Maier,
fl:wo_ln:chae-12,Woo-Kyu Chae,
fl:ha_ln:eslampour-1,Hamid Eslampour,US
fl:pe_ln:houk-1,Peter Houk,
fl:jo_ln:sanders-22,John M. Sanders,
fl:he_ln:scher-1,Herbert I. Scher,US
fl:wo_ln:hwang-70,Wonjun Hwang,KR
fl:to_ln:shima-10,Toshihide Shima,
fl:fa_ln:rieth-1,Fabian Rieth,
fl:ju_ln:miura-2,Jun Miura,JP
fl:os_ln:ichikawa-1,Osamu Ichikawa,JP
fl:al_ln:cominetti-1,Alessandra Cominetti,
fl:ak_ln:saito-9,Akihisa Saito,JP
fl:ed_ln:terry-7,Edgell Terry,
fl:ta_ln:miyatani-2,Tatsuya Miyatani,
fl:ge_ln:asmanis-1,Georgios Asmanis,US
fl:yo_ln:lee-719,Young Dae Lee,
fl:ta_ln:imamichi-3,Takashi Imamichi,JP
fl:ra_ln:kuth-1,Rainer Kuth,
fl:br_ln:tollison-1,Brian Lee Tollison,
fl:sh_ln:hsieh-55,Shang-Chih Hsieh,
fl:ad_ln:prakash-3,Adityo Prakash,
fl:ta_ln:yamashiro-3,Tatsumasa Yamashiro,
009sifg1xg8za285iaa9mvngg,Sylvia A. Bethea,
fl:to_ln:royster-1,"Tommie L. Royster, Jr.",
fl:wi_ln:kiczka-1,Witold Kiczka,US
fl:do_ln:anderson-48,Donald L. Anderson,
fl:ra_ln:manmatha-1,Raghavan Manmatha,US
fl:be_ln:taeymans-1,Bert Taeymans,
fl:mi_ln:demmer-1,Michael Demmer,
fl:ma_ln:hiebert-2,Mark Hiebert,
fl:le_ln:ozark-1,"Leon J. Ozark, Jr.",
fl:we_ln:su-159,Wenhe Su,
fl:sh_ln:wheeler-3,Shawn Wheeler,
fl:ch_ln:zhang-359,Chunqi Zhang,
fl:qu_ln:deng-1,Qun Deng,
fl:uw_ln:klages-1,Uwe Klages,
fl:al_ln:akbar-1,Ali Hammad Akbar,
fl:jo_ln:knight-1,Joshua Taylor Knight,
fl:ho_ln:yang-69,Ho Rim Yang,KR
fl:sa_ln:araki-7,Satoru Araki,
fl:be_ln:rivera-2,Benjamin C. Rivera,
fl:do_ln:scifres-2,Donald R. Scifres,US
fl:ha_ln:sanghavi-1,Hardik Sanghavi,
fl:ro_ln:lipert-1,Robert J. Lipert,
fl:bo_ln:chen-95,Bo Chen,
fl:jo_ln:nishio-1,Johji Nishio,
fl:wi_ln:loftus-1,William F. Loftus,US
fl:ke_ln:nishu-1,Keisuke Nishu,
fl:la_ln:olesen-1,Laurits Hoejgaard Olesen,
fl:ka_ln:kimura-49,Kazuto Kimura,
fl:to_ln:aoki-25,Tomomi AOKI,JP
fl:sa_ln:pelot-1,Sante Pelot,US
fl:gu_ln:yang-128,Guo Yang,
fl:sa_ln:siddiqui-15,Samia Siddiqui,
fl:ol_ln:stegelmann-1,Oliver Stegelmann,
fl:ro_ln:levien-2,Royce A. Levien,US
fl:mi_ln:rothman-4,Michael A. Rothman,
fl:sh_ln:murase-7,Shinya Murase,
fl:aa_ln:yip-1,Aaron Yip,
fl:ka_ln:hashimoto-21,Kazuhiko Hashimoto,
fl:ma_ln:mueller-9,Maximilian Abel Mueller,US
fl:ma_ln:gulati-4,Manu Gulati,
fl:mi_ln:mckay-10,Michael McKay,US
fl:da_ln:mullenmeister-1,Daniel Müllenmeister,
fl:ch_ln:newall-1,Christopher E. Newall,
fl:ch_ln:zuo-7,Chengjie Zuo,
fl:gu_ln:oh-11,Guentaek Oh,
fl:sa_ln:totale-1,Sachin Gopaldas Totale,
fl:ju_ln:li-66,Juan Li,
fl:ma_ln:ishigaki-9,Masatoshi Ishigaki,
fl:te_ln:imai-5,Tetsuya Imai,
fl:da_ln:zebrowski-1,Daniel R. Zebrowski,
fl:ge_ln:davison-3,"George McConnell Davison, III",
fl:lo_ln:tan-4,Loon-Seng Tan,
fl:sa_ln:park-13,Sang Eun Park,
fl:ma_ln:butz-2,Marion Butz,
fl:ke_ln:terada-10,Kenji Terada,
fl:da_ln:clarke-9,David J. Clarke,
fl:ma_ln:yan-9,Mao Yan,
fl:da_ln:na-5,Dalsu Na,
fl:pr_ln:khanduri-2,Prakash Khanduri,US
fl:hi_ln:yoshida-3,Hirotoshi Yoshida,
fl:cl_ln:nelson-12,Clifford D. Nelson,
fl:se_ln:anderson-3,Sean Derek Anderson,
fl:ar_ln:shahar-1,Ariel Shahar,
fl:su_ln:choi-45,Sung Ju CHOI,KR
fl:pa_ln:buresh-2,Patrick Jon Buresh,
fl:ik_ln:kitao-1,Ikuo Kitao,
fl:ro_ln:petroski-1,Robert C. Petroski,
